species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,n_sequences,n_recordings,family_clean,social_bond,communal,territory,sexual_selection,mass,Beak.Length_Culmen,Beak.Width,Beak.Depth,Hand-Wing.Index,learners
Spinus_pinus,3.9169215939240763e-07,0.1101357018511546,0.0012414180261939212,0.5952645117780118,0.005972622129763493,0.03373904072909122,0.2518534998668072,0.0017928139268181117,32,7,"Fringillidae_(Finches,_Euphonias,_and_Allies)",2.0,0.0,2.0,0.0,12.7,14.0,4.3,5.5,35.2,Oscines
Spinus_psaltria,0.0017712228579118627,0.1655301016208692,0.0928101810501333,0.2313562912439344,0.00026876744521288554,0.12513516234534577,0.38013463868749814,0.0029936347490940258,41,12,"Fringillidae_(Finches,_Euphonias,_and_Allies)",2.0,0.0,2.0,0.0,8.77,10.2,4.7,6.3,26.0,Oscines
Spinus_spinus,0.003634704505600713,0.0774533311182776,2.5904760480109737e-05,0.05678482294885298,0.009379970447597688,0.49937234834660105,0.3214084045448685,0.03194051332772139,34,8,"Fringillidae_(Finches,_Euphonias,_and_Allies)",2.0,0.0,2.0,0.0,13.24,12.8,4.5,6.1,36.5,Oscines
Spinus_thibetanus,1.5434886919035466e-20,4.082399747426753e-11,0.35521068720498883,0.1996530389764509,0.04465265144627027,5.628652549626526e-05,0.0003474291328537208,0.4000799066731169,5,2,"Fringillidae_(Finches,_Euphonias,_and_Allies)",2.0,0.0,2.0,0.0,10.48,11.3,3.7,5.0,36.0,Oscines
Spinus_tristis,2.9902005376244744e-14,5.4179115883295104e-05,6.296915501428619e-06,0.18415947372678676,9.692154622873156e-07,0.030459514419845173,0.7852775289840469,4.2037622444538936e-05,68,16,"Fringillidae_(Finches,_Euphonias,_and_Allies)",2.0,0.0,2.0,2.0,12.79,11.5,4.3,6.3,27.6,Oscines
Spiza_americana,4.127558221143681e-06,0.008578704583177155,0.023774659382589238,0.04895711111930278,0.12811599868222975,0.00011150624255518821,0.5395428983092446,0.25091499412268015,116,21,Cardinalidae_(Cardinals_and_Allies),2.0,0.0,2.0,3.0,26.18,15.1,5.5,7.5,26.4,Oscines
Spizella_atrogularis,0.01502205469135281,1.1627210038140905e-09,0.14867522626672117,0.015557817872025625,0.016502516080656136,0.6916938701419297,0.08505933053808343,0.02748918324651026,66,21,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,0.0,11.3,10.5,3.9,4.9,15.2,Oscines
Spizella_breweri,7.337543782556631e-10,1.7000289889859247e-10,0.2983556286393945,7.0925420847371676e-09,0.3099765394997688,0.001239409403658688,0.04199419687478758,0.3484342175860913,81,23,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,0.0,10.9,12.3,3.6,4.4,20.5,Oscines
Spizella_pallida,3.4306121227568814e-10,8.50281445518329e-16,6.843364211337776e-06,3.334687217484928e-12,0.10057158194644189,0.0010208672486509474,9.169588687953471e-15,0.89840070709429,47,12,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,0.0,11.2,10.1,3.4,4.9,18.6,Oscines
Spizella_passerina,1.0079270523555558e-16,0.013447153652151662,0.7802629081332753,0.027366570438930708,0.08827115804436841,0.0013088149264366047,0.07514178506036805,0.014201609744469101,68,21,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,1.0,12.2,13.1,4.0,4.9,24.2,Oscines
Spizella_pusilla,0.023958586361079,0.16946795838502626,0.3320082313114311,0.09105190096361614,0.1257286049021013,0.2354244633571084,0.005492317211333932,0.016867937508304426,46,17,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,1.0,12.5,10.4,4.3,5.2,16.7,Oscines
Spizelloides_arborea,0.0002250243083432945,0.010975476711661006,0.00788000652568595,1.0898248337237508e-06,8.555302335489982e-06,0.6501919572413645,0.24263717283966246,0.08808071724611384,37,12,Passerellidae_(New_World_Sparrows),2.0,0.0,2.0,0.0,NA,NA,NA,NA,NA,Oscines
Spizixos_semitorques,1.6523866374505012e-06,0.005489714683620013,0.003728851009264829,0.21893212096479067,0.0015013207371001858,0.4899077680939836,0.1172138372080406,0.16322473491656192,21,2,Pycnonotidae_(Bulbuls),3.0,0.0,2.0,0.0,39.0,14.2,6.7,7.7,14.8,Oscines
Spodiopsar_sericeus,7.40554944555453e-07,0.20035366498452456,2.361887393827549e-06,0.799446413017326,1.7056895513303317e-05,8.934420402432958e-07,2.725714246417738e-05,0.00015161207579286788,7,2,Sturnidae_(Starlings),2.0,0.0,1.0,0.0,65.0,26.8,4.8,5.5,32.6,Oscines
Sporophila_albogularis,6.286530729346563e-14,0.0012587512729277171,0.00020733455852106982,0.14282086881154404,0.007407926557582599,0.49545432945115425,0.2980189870341065,0.05483180231410127,7,1,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.7,10.1,5.0,7.3,14.3,Oscines
Sporophila_angolensis,0.025327324276990602,0.36670599203642146,0.00018454242594626353,0.03421256119944671,0.007120290650891746,0.06538087094584856,0.49972947329571665,0.0013389451687379943,58,17,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,13.0,12.9,6.8,10.0,15.5,Oscines
Sporophila_ardesiaca,7.241813165501483e-11,0.30086387164834216,0.00028138414751747277,0.023749085306840112,3.502615557951429e-05,0.07389503023941334,0.5996294711742369,0.0015461312556521922,13,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,10.9,10.5,5.2,6.9,17.1,Oscines
Sporophila_beltoni,5.071717962935084e-17,2.5111718884163163e-05,1.2593359312984295e-07,1.4628888430891519e-05,1.1829840017470562e-08,0.33334214582444427,0.6666176448109318,3.3099387610258655e-07,3,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,12.0,10.7,5.7,7.1,22.6,Oscines
Sporophila_bouvreuil,1.6427865915127008e-11,0.44829997154511725,1.3005186367423893e-08,6.352596486334571e-05,2.183141263461291e-07,0.31912597019060274,0.2324987869097373,1.1514053938928787e-05,20,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.6,8.1,3.6,5.7,19.4,Oscines
Sporophila_bouvronides,9.908815479111212e-08,8.436434738046278e-07,0.7201823725398215,6.857197499683182e-05,0.16659396739936716,5.198049038582026e-05,0.11274911898458811,0.00035304587921245053,18,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.1,9.7,4.3,5.9,21.2,Oscines
Sporophila_caerulescens,7.20817934531212e-16,0.020969848296814548,6.781688207818838e-05,0.1736441145852526,1.5461201638832764e-05,0.02788329091958498,0.7282537901813362,0.049165677933294044,82,19,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.73,10.3,5.1,6.4,18.7,Oscines
Sporophila_castaneiventris,3.765786339906409e-08,0.09171456495386288,0.0011625408264304856,0.03829294273498697,2.4214582759467404e-05,0.4011399274405797,0.4607057514776239,0.006960020325893549,46,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,7.8,11.0,4.6,5.7,16.8,Oscines
Sporophila_cinnamomea,0.1739425530544959,0.0453893670620071,9.916408203781407e-08,5.321419285302697e-12,0.00011151883002698292,0.7805023324219181,2.142230648863288e-06,5.198723150052142e-05,12,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.9,8.4,4.8,5.9,17.8,Oscines
Sporophila_collaris,1.3224675426797209e-24,1.7796582527909694e-08,6.273935375852744e-07,0.05829008621686532,7.824993663489255e-09,3.51655916625737e-07,0.9417011615953248,7.747516779807836e-06,5,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,13.49,12.0,6.1,8.3,19.2,Oscines
Sporophila_corvina,1.4884860620386128e-07,0.23891064317357852,8.273715502787508e-06,0.016758388651939068,7.771962899025478e-05,0.11815499193077623,0.6260476505609545,4.2183489652322316e-05,20,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,10.62,10.7,5.3,7.2,17.8,Oscines
Sporophila_crassirostris,1.0363955414826866e-13,0.1687721239373679,9.753700581299248e-08,0.2914013985565052,2.6820657730269115e-09,4.781854618802572e-07,0.5398257797110936,1.1939039634631264e-07,4,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,20.9,15.4,8.3,11.5,16.2,Oscines
Sporophila_falcirostris,1.6481162093744444e-09,0.016749715195894233,0.5899740917156057,0.22090075423918643,0.01290030176876166,0.07682906215420773,0.052169613457102366,0.030476459821125578,107,21,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,13.5,11.0,7.2,8.3,20.4,Oscines
Sporophila_fringilloides,4.365067684410843e-09,0.1969165119246231,0.12096213810055825,0.2752108635292742,0.00082292062611203,0.030569653362395817,0.375501959072877,1.5949019091373975e-05,16,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,12.69,14.3,5.7,7.6,12.7,Oscines
Sporophila_frontalis,6.265849254434062e-19,3.6106578817424446e-08,0.0016271559221067132,0.851222253559009,2.353998058668348e-05,0.0013651142893913173,0.10425922336650371,0.04150267677582369,157,22,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,19.3,14.1,5.9,7.8,19.6,Oscines
Sporophila_funerea,1.3420958349899215e-10,0.21665741038413577,0.003912339839712273,0.1861656826111797,0.021427031524545156,2.3843039754458984e-05,0.552837549625999,0.018976142840463422,17,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,13.0,12.6,6.9,10.2,15.4,Oscines
Sporophila_hypochroma,2.4865232529421424e-05,0.05951458381233259,6.482853592806287e-06,0.0002096184253100702,9.17692668369721e-05,0.5257237030141302,0.412845369207982,0.0015836081872858572,11,1,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.7,9.2,4.6,5.3,23.4,Oscines
Sporophila_hypoxantha,0.17410651964201437,0.0905392683011281,1.4726198689660895e-11,9.741640708957901e-15,0.05262596765054195,0.6305848377288726,0.05214201809913258,1.3885635749562902e-06,19,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,10.5,9.7,4.3,5.8,24.9,Oscines
Sporophila_intermedia,5.219289814613456e-25,7.195044731680271e-08,1.2112957907103633e-06,0.41433985997430023,1.7838884577138735e-09,3.741257725861336e-08,0.5856587640060452,5.3576950114976816e-08,3,1,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,12.1,10.3,5.4,7.4,16.5,Oscines
Sporophila_leucoptera,0.4251111125862956,0.11497692461717729,1.3198907826166027e-05,0.00020589263285493455,0.007336573787559915,0.45161421254822953,0.00014135454459494163,0.0006007303754623552,75,11,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,15.5,12.1,6.7,8.8,13.6,Oscines
Sporophila_lineola,1.0479622647197814e-09,0.03332953417571898,0.32417454090752545,0.18072263380018252,0.003186532650843084,0.06808795209925345,0.35398154066239595,0.03651726465611808,77,21,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.8,8.7,4.6,5.8,17.4,Oscines
Sporophila_luctuosa,0.03766171720456609,0.18681535673070587,0.0695021087096555,0.17931691922685147,0.08315252619910281,0.050237970223919,0.22478919098785646,0.16852421071734322,30,7,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,12.5,9.4,5.5,6.9,22.7,Oscines
Sporophila_minuta,2.361760350492645e-09,0.12937496007915644,0.006989569906678081,0.15882141986009715,0.00015539447568726795,0.3258214628441989,0.3778550545725201,0.0009821358999014278,39,11,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,7.8,9.2,5.0,6.2,17.8,Oscines
Sporophila_morelleti,1.691884060040308e-05,0.3089040137778661,8.13163650548188e-06,0.03352631169123035,1.2150963073687919e-07,0.5922620149185055,0.06528003554144127,2.4520842204486824e-06,29,10,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.7,9.5,5.2,6.8,15.4,Oscines
Sporophila_nigricollis,1.2488164106215143e-10,0.08067111961833058,0.01578950640617793,0.20521643255657812,0.01545460113840021,0.004931261766437758,0.6778096604785911,0.00012741791060250448,64,20,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.6,9.1,5.0,6.5,14.7,Oscines
Sporophila_palustris,0.05199095749851916,0.17692124460418046,1.5609399451567495e-09,1.1120635131123303e-11,1.0838124903861027e-05,0.7408845999485294,0.030035682290284856,0.00015667596152104776,35,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.21,8.4,4.6,5.6,17.2,Oscines
Sporophila_peruviana,2.0322319419080183e-22,1.0740347848393258e-05,0.0006743044348933625,0.18230728534840548,6.870440318668286e-05,0.004287595133316955,0.3164557595825307,0.49619561074981827,27,6,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,12.6,12.6,6.5,9.8,19.0,Oscines
Sporophila_pileata,0.060082125907436834,0.0021437511373009225,2.3449844235141875e-07,6.992414937592599e-05,1.21246729670656e-06,0.8398340706060763,0.09780500210191392,6.367913215670763e-05,20,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.6,8.1,3.6,5.7,19.4,Oscines
Sporophila_plumbea,1.240471049194613e-07,0.0615097916320015,9.000126156797223e-05,0.00015782535316183745,5.254155683976859e-07,0.07962860304288726,0.858585905611334,2.7223636374338605e-05,15,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.7,10.7,5.7,7.1,22.6,Oscines
Sporophila_ruficollis,0.21784521952613717,0.05745763507431741,2.3401064386565435e-07,1.1313281986510482e-06,0.06667653137290673,0.591996807663099,0.06551273237001164,0.0005097086546851156,15,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.6,9.2,4.6,6.1,19.7,Oscines
Sporophila_schistacea,0.026319066427998007,0.27298252878705853,0.0753864141552193,0.3927234993068018,0.02143890965269049,0.05229336710423754,0.15811967355484585,0.0007365410111483004,38,9,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,12.7,12.9,5.4,7.3,24.9,Oscines
Sporophila_simplex,9.08539889438754e-14,5.0649016981407714e-08,3.2626556167458946e-05,0.2991842830996778,7.928751693737835e-05,0.06273940999705449,0.5320752113520943,0.10588913082896056,17,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,28.0,11.0,5.0,7.1,17.3,Oscines
Sporophila_telasco,2.1174550475566767e-16,0.05063047117623973,2.5642051007843483e-05,0.3268438152690738,3.467372840352343e-05,5.9568918429891393e-05,0.6223044216790923,0.00010140717775237993,19,5,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.6,10.1,4.1,6.7,17.1,Oscines
Sporophila_torqueola,4.238571350051271e-05,0.060072079157852225,1.1255618694005762e-06,0.05034203708197058,1.6305432449867102e-07,0.1703454058997853,0.7191935207550652,3.2827756321358106e-06,54,16,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.7,9.5,4.8,6.5,15.4,Oscines
Stachyris_humei,0.020623873943788323,0.8624937309215122,6.612542164300418e-09,1.0187068186768177e-05,3.635211233989581e-08,0.11686377398553896,8.229488844649917e-06,1.616274753353008e-07,26,7,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,0.0,34.1,24.6,3.9,6.8,6.0,Oscines
Stachyris_leucotis,0.09972596280436138,0.8911781345415702,0.0005009420162060565,0.003931561872182298,0.003926241678080882,0.0006119317324323996,1.0266156917563705e-05,0.00011495919824966977,9,3,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,0.0,3.0,0.0,23.7,18.1,3.9,6.0,10.2,Oscines
Stachyris_maculata,0.28641045808122206,0.32157974960241775,0.07169264115886215,0.164791093483686,0.001067321033408831,0.1424717250177463,0.011596470724537452,0.00039054089811862996,47,8,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,0.0,29.2,21.5,3.9,5.7,11.0,Oscines
Stachyris_nigriceps,0.15199805187080087,0.30592789927769554,0.1750461574527884,0.26514739994719294,0.021456136350057716,0.04827999563439553,0.0015990051453299362,0.030545354321738973,46,10,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,0.0,2.0,2.0,15.8,16.9,3.0,4.5,9.6,Oscines
Stachyris_nigricollis,0.47837332518161957,0.3240637393691158,0.09945086452800958,0.09492753056258287,4.502170271111732e-06,0.000373475272209615,0.0028021390784446995,4.4238377467341415e-06,44,12,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,0.0,26.2,19.9,4.0,5.6,12.4,Oscines
Stachyris_poliocephala,0.11272954577474394,0.7664686980324923,0.022905848906020262,0.06743989292798987,1.159119010154847e-06,0.0005207475833151118,1.1486108165983173e-06,0.02993295904561185,33,11,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,0.0,3.0,0.0,23.32,18.8,4.0,5.7,10.8,Oscines
Stachyris_roberti,0.002059168348964101,0.9913825948898379,1.2097442334600587e-07,1.9383543513417114e-06,1.558020830177474e-06,0.006534332528026807,6.174305624622747e-08,2.0225140510298438e-05,5,2,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,0.0,34.1,26.4,4.7,7.6,7.5,Oscines
Stachyris_strialata,0.5583709082641403,0.1260248199482307,0.04227198063637863,0.2130865135921175,0.00580047884699369,0.00885749085934697,0.0009099316354637017,0.04467787621732823,19,6,"Timaliidae_(Tree-Babblers,_Scimitar-Babblers,_and_Allies)",3.0,1.0,3.0,0.0,28.0,18.0,3.8,6.0,7.7,Oscines
Staphida_torqueola,0.0012588998059907463,0.1859722371194567,0.0002581289465485374,0.11091647855944034,9.385542475177892e-06,0.472944393870688,0.22797304902714538,0.0006674271282550293,10,2,"Zosteropidae_(White-eyes,_Yuhinas,_and_Allies)",3.0,0.0,2.0,0.0,11.8,11.4,3.0,3.5,25.4,Oscines
Stelgidillas_gracilirostris,0.0011216630261331813,0.011801961638784272,0.1824929817487127,0.0049037161693207595,0.00036182562751573504,0.7993177987568199,1.8537676771840844e-10,5.284733755889162e-08,5,2,Pycnonotidae_(Bulbuls),3.0,0.0,2.0,0.0,31.24,19.4,4.2,4.3,17.5,Oscines
Stelgidopteryx_ruficollis,8.520804194552932e-09,0.004882414803472208,0.09987683038090926,0.08708847340185644,0.25525231330075454,0.1120949153440905,0.1434988950066314,0.2973061492414811,54,7,Hirundinidae_(Swallows),3.0,0.0,1.0,0.0,16.1,11.5,4.5,2.9,51.6,Oscines
Stelgidopteryx_serripennis,2.3203478559086116e-73,3.5180784327521355e-42,7.215611678685779e-06,2.764963955033045e-25,5.082965168064291e-06,1.8956800922749531e-06,3.2745707982684325e-06,0.9999825311722623,3,2,Hirundinidae_(Swallows),2.0,0.0,1.0,0.0,15.69,10.5,3.4,2.5,50.7,Oscines
Stenostira_scita,3.259315957502801e-13,0.10728543883283431,0.00011076797584471914,0.17491270329028633,5.966389661683725e-06,0.003923177355121574,0.7134489114119582,0.0003130347439670875,36,7,Stenostiridae_(Fairy_Flycatchers),3.0,0.0,2.0,0.0,5.9,12.3,2.7,2.9,14.8,Oscines
Stigmatura_budytoides,4.9182709424119566e-26,6.128794817486411e-14,0.00017962876103904215,0.18952832926662336,6.977799332591327e-08,2.543592791639364e-08,0.8101954141671748,9.653259118094144e-05,5,5,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,11.08,11.8,3.4,3.4,15.8,Non-Oscines
Stigmatura_napensis,8.873656469482895e-14,5.748975281240768e-05,0.05096463620421798,0.04973152550139259,0.014405413149034521,0.14428008912872067,0.6621756731748495,0.07838517308888357,12,5,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,2.0,0.0,9.77,11.0,3.6,3.2,10.2,Non-Oscines
Stilpnia_cayana,1.4548545495548509e-09,0.0901720567631086,2.6552166678568956e-05,0.410831292428568,0.005353808339552809,0.234898574346507,0.1431773725439603,0.11554034195676964,33,8,Thraupidae_(Tanagers_and_Allies),2.0,0.0,1.0,0.0,18.0,13.0,5.0,6.0,17.5,Oscines
Stilpnia_heinei,4.799354625352005e-06,0.25867191426713027,8.132539082951365e-06,0.33599807854874936,0.00035744339237975243,0.0726472810978394,0.3307598809732913,0.0015524698269017148,3,3,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,20.2,10.7,4.5,4.6,25.1,Oscines
Stilpnia_larvata,3.0095520615352717e-30,4.894258575448842e-16,0.1335825473567969,0.8501274089702392,3.9684239091486923e-08,8.45106411453065e-08,0.016255156914314593,3.476256376872082e-05,15,5,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,20.0,11.8,4.6,5.1,21.4,Oscines
Stilpnia_nigrocincta,4.008378659957721e-05,0.9881901757394438,1.0743221241341586e-06,0.011741603188413715,5.316457548250989e-07,1.456254009734414e-06,2.4436322963955558e-05,6.387406907150953e-07,5,1,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,17.0,12.3,4.7,4.7,21.3,Oscines
Stilpnia_vitriolina,1.709045677293502e-25,9.075716449194911e-08,1.011891505808197e-06,0.9931878215898367,2.527017043721596e-10,9.789707882890594e-10,0.0068110615642330745,1.2965586962687721e-08,4,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,1.0,0.0,23.0,12.2,5.9,5.8,20.9,Oscines
Stiphrornis_erythrothorax,0.15491556797334305,0.572325013613358,0.0002063895508579736,0.010148198367281392,0.04878905443348785,0.18341418531169223,0.013991696889579748,0.01620989386039979,72,6,Muscicapidae_(Old_World_Flycatchers),3.0,1.0,3.0,0.0,15.6,14.3,3.5,3.7,11.2,Oscines
Stipiturus_malachurus,1.2710680495722072e-07,1.0626968228919274e-07,0.03853441493229447,0.08061373865698852,0.00022221760889680863,0.3129874640182128,0.33773859623885666,0.22990333516826367,11,4,Maluridae_(Fairywrens),3.0,0.0,3.0,1.0,7.3,11.2,2.0,2.5,16.1,Oscines
Stizorhina_finschi,0.8977479171710216,0.10225095328528092,1.5895749519414135e-15,5.702089022794981e-20,6.870168343780404e-07,4.4252158207476044e-07,2.464065983838002e-32,5.2799300944588126e-12,17,2,Turdidae_(Thrushes_and_Allies),NA,NA,NA,0.0,36.99,15.3,5.2,4.5,22.5,Oscines
Stizorhina_fraseri,0.6465600733307225,0.21577872429855063,1.2030813672346868e-06,0.05135949351120615,0.02449528183231246,0.00010540955826184324,0.0004205876719043592,0.061279226715674345,39,10,Turdidae_(Thrushes_and_Allies),3.0,0.0,3.0,0.0,35.7,15.8,6.1,4.6,22.6,Oscines
Stomiopera_flava,1.8998632435444008e-05,0.7871775905206139,5.648358209823009e-06,0.05306205397303708,0.010385164861445565,0.13639112721070779,0.01203843848012374,0.000920977963427403,19,5,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,0.0,21.4,20.4,3.0,4.1,13.8,Oscines
Stomiopera_unicolor,8.332452823367275e-09,0.3044577434259905,0.02615313563226472,0.11625283318900136,0.010814490118984514,0.348249451683749,0.19140390844750108,0.002668429170055788,27,8,Meliphagidae_(Honeyeaters),3.0,1.0,3.0,0.0,30.7,23.0,3.2,4.5,13.8,Oscines
Strepera_fuliginosa,2.759615051204825e-07,3.830479277484303e-06,9.179981701034304e-05,0.7784441107187352,4.7615576599389604e-05,0.0011380028434456115,0.045966008273338084,0.17430835633008868,17,6,"Artamidae_(Woodswallows,_Bellmagpies,_and_Allies)",3.0,1.0,3.0,0.0,375.46,66.5,13.5,21.7,29.2,Oscines
Strepera_graculina,0.17491282649235784,0.5539867267790853,9.08526587707667e-05,0.05664767943071632,0.0002926275320514216,0.13583525739485888,0.0761007180328357,0.0021333116793236114,105,20,"Artamidae_(Woodswallows,_Bellmagpies,_and_Allies)",3.0,1.0,3.0,0.0,298.86,59.6,14.3,19.8,29.6,Oscines
Sturnella_magna,0.033780320925144894,0.3426014061181937,0.0859457811681317,0.02392413245652573,0.005456728273504492,0.4049362037690411,0.03249262116837624,0.07086280612108213,83,20,Icteridae_(Troupials_and_Allies),2.0,0.0,2.0,3.0,91.76,33.5,6.1,8.2,24.8,Oscines
Sturnella_neglecta,0.01589062585559862,0.08631797744327643,0.04763258596598129,0.03057300649854867,8.87608666836255e-05,0.6114933614160836,0.2009385283300606,0.0070651536237670886,63,22,Icteridae_(Troupials_and_Allies),2.0,0.0,2.0,3.0,100.06,33.8,6.1,7.5,27.8,Oscines
Sturnia_pagodarum,0.0002080621307483934,1.5373231982101395e-06,0.2953813822829545,9.515769016781072e-05,0.3829063313087875,0.003480346303100502,0.15397779074306936,0.1639493922179743,6,2,Sturnidae_(Starlings),3.0,0.0,1.0,0.0,48.9,19.9,4.7,5.1,27.3,Oscines
Sturnus_unicolor,0.021965146242963033,0.32546419666923715,0.020922177954903906,0.21540954402671278,0.059722081652145216,0.12628763413009916,0.08772183822654878,0.14250738109738967,48,9,Sturnidae_(Starlings),2.0,0.0,1.0,1.0,83.66,29.1,6.4,6.6,35.9,Oscines
Sturnus_vulgaris,0.04534671983869026,0.10286145189911103,0.029153334448455515,0.34566084053334767,0.08928733217862822,0.06907856076840523,0.26592213151077165,0.05268962882259066,50,11,Sturnidae_(Starlings),2.0,0.0,1.0,2.0,77.14,30.2,6.6,6.5,38.4,Oscines
Sublegatus_modestus,2.816951696827638e-16,6.064728402882246e-05,9.018816804684926e-05,1.3615403901054868e-07,3.3321979743902843e-05,0.5612017712148452,0.34473405677983543,0.09387987841946067,26,3,Tyrannidae_(Tyrant_Flycatchers),2.0,0.0,2.0,0.0,14.0,9.5,4.1,3.4,18.6,Non-Oscines
Suiriri_suiriri,9.288201367694082e-08,0.0017477920294128176,0.19779582555396805,0.044445042743894866,0.00023451901653064923,0.21665871323838568,0.35491990402952983,0.18419811050626408,30,11,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,14.53,14.3,4.4,4.5,19.2,Non-Oscines
Suthora_nipalensis,9.071045017879805e-09,0.9593281356075355,5.329679250726362e-06,0.04030652448890299,0.00022118901275384466,4.078811553607862e-05,6.337871873474718e-05,3.4645306239921074e-05,5,1,Paradoxornithidae_(Parrotbills),3.0,0.0,2.0,0.0,5.47,7.5,3.9,5.0,14.4,Oscines
Sylvia_abyssinica,0.0002921605587803551,0.8791335652246682,0.002558729456365399,0.009238884148093283,2.2654203497250304e-05,0.06872441655384284,0.04002835877813825,1.2310766145384707e-06,23,8,Sylviidae_(Sylviid_Warblers_and_Allies),3.0,1.0,3.0,0.0,18.8,15.5,3.4,3.7,10.8,Oscines
Sylvia_atricapilla,4.612812349452164e-12,0.006216098067352901,1.0389768884628346e-06,0.3479750604080625,7.178838202419254e-09,1.5779071808361917e-07,0.6458072406925424,3.9688098373718814e-07,3,1,Sylviidae_(Sylviid_Warblers_and_Allies),2.0,0.0,2.0,1.0,16.7,15.2,3.2,3.4,27.0,Oscines
Sylvia_atriceps,0.14124929016114676,0.8510236446283125,2.384463132092347e-12,1.873676866015757e-15,3.934634851400257e-08,0.007725946520510306,1.9358657594150524e-08,1.0599826386293878e-06,7,3,Sylviidae_(Sylviid_Warblers_and_Allies),3.0,1.0,3.0,0.0,18.8,14.2,3.6,3.7,10.7,Oscines
