species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,n_sequences,n_recordings,family_clean,social_bond,communal,territory,sexual_selection,mass,Beak.Length_Culmen,Beak.Width,Beak.Depth,Hand-Wing.Index,learners
Sylvia_borin,1.7062586417802722e-09,0.022789953586863587,5.158550901504266e-06,0.5520478691296411,5.111722907691835e-05,0.0007632403225570454,0.42433732954410436,5.329930596490999e-06,76,17,Sylviidae_(Sylviid_Warblers_and_Allies),2.0,0.0,2.0,1.0,18.2,15.1,3.5,3.6,30.0,Oscines
Sylvia_galinieri,1.0607358090225765e-08,0.24653200846493836,0.002619088548650003,0.1633805542926856,0.2507915803025995,0.00038625013578634027,0.33610004527913534,0.0001904623688468407,16,5,Sylviidae_(Sylviid_Warblers_and_Allies),3.0,1.0,3.0,0.0,21.5,16.1,3.9,4.5,11.3,Oscines
Sylvia_nigricapillus,1.414730628386563e-07,0.31171106627552336,1.2342994049060656e-06,0.010410715172528154,2.940177361844623e-06,0.04714000540247482,0.6306601839316666,7.371326797810702e-05,22,4,Sylviidae_(Sylviid_Warblers_and_Allies),3.0,0.0,2.0,0.0,29.64,15.6,4.5,4.5,15.8,Oscines
Sylvietta_brachyura,4.6149095348233083e-10,0.45269659341301854,9.024884750834712e-05,0.0006228167298060279,9.255171426631708e-06,0.020577496310284427,0.5259484035879344,5.518547853140409e-05,29,4,Macrosphenidae_(African_Warblers),3.0,0.0,3.0,0.0,8.1,12.2,2.4,2.7,12.1,Oscines
Sylvietta_rufescens,1.438503745843169e-07,0.01969600033956376,0.024927318752509104,0.10102210562482761,0.048297369389810725,0.27687432797319367,0.5040122082742137,0.02517052579550629,137,16,Macrosphenidae_(African_Warblers),3.0,0.0,2.0,0.0,11.6,16.4,2.5,3.2,9.5,Oscines
Sylvietta_ruficapilla,0.00021695450029195917,0.33968108826842197,0.0003679820944946941,0.23258294435940707,6.317373008459409e-06,0.11992041056863807,0.3072186342991823,5.6685365557548205e-06,27,8,Macrosphenidae_(African_Warblers),3.0,0.0,2.0,0.0,11.1,13.6,2.8,3.1,10.5,Oscines
Sylvietta_virens,2.724963556614778e-06,0.33194876964546727,1.6953601018896173e-05,0.5914847451503034,9.701124244009741e-08,0.0020392228708737423,0.0745054706964887,2.01606104912439e-06,34,11,Macrosphenidae_(African_Warblers),3.0,0.0,2.0,0.0,8.4,11.6,2.6,2.6,8.0,Oscines
Sylvietta_whytii,6.88714086590254e-23,2.272679162560878e-05,0.00011331578364991152,0.11856259195548567,8.21596482275263e-06,0.0014971858058005143,0.8123384789300325,0.06745748476858324,15,5,Macrosphenidae_(African_Warblers),3.0,0.0,2.0,0.0,9.9,14.6,2.4,3.0,9.2,Oscines
Symposiachrus_trivirgatus,0.14872974023373628,0.39978050885352495,2.1460653679138e-08,0.05943849536048972,0.005964896750646498,0.0532004037690425,2.978968673101236e-08,0.3328859037822192,24,4,Monarchidae_(Monarch_Flycatchers),NA,NA,NA,0.0,12.7,15.8,4.9,4.2,16.7,Oscines
Synallaxis_albescens,1.8366278196169957e-14,6.865493764837338e-05,0.0006800478163387657,0.1531415237806763,0.05265426151129882,0.04882727936666024,0.6847240910315815,0.059904141555777654,208,14,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,11.2,13.0,3.1,3.7,13.8,Non-Oscines
Synallaxis_albigularis,0.005911095082215679,0.015637910882820606,0.5930587274216815,0.26821140640971136,3.320350020606377e-05,0.033149215100614825,0.08397671524258882,2.172636016101083e-05,64,9,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,15.4,13.3,2.9,3.7,14.3,Non-Oscines
Synallaxis_albilora,0.07994853169352373,0.0005611734608886988,7.429204522173966e-15,2.969543399648368e-21,1.9782012753749023e-06,0.919416565603097,4.792236188378649e-09,7.174624897166715e-05,18,4,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,14.86,14.4,3.2,3.9,12.1,Non-Oscines
Synallaxis_azarae,6.916898010071322e-11,0.020766495233108355,0.0027256311359953266,0.017844448859398877,1.7212160101019496e-07,0.46097585682177905,0.4976830872999432,4.308459005381349e-06,76,12,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,16.9,15.8,3.1,3.7,14.2,Non-Oscines
Synallaxis_brachyura,2.9224421980558284e-05,0.21159893738381053,0.6260044098846335,0.09131814472159899,0.000448650450192006,0.026563515242984972,0.04331199909357898,0.0007251188012201375,34,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,18.3,16.3,3.4,4.0,12.6,Non-Oscines
Synallaxis_cabanisi,2.3587033813449304e-08,8.642624445983734e-07,0.05543997063710128,0.01637529721028203,0.18897656388309744,0.12152183024085168,0.19613312680784484,0.4215523233713444,18,2,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,22.7,15.9,3.2,4.4,9.9,Non-Oscines
Synallaxis_candei,9.180150666461212e-10,1.0967058532940592e-07,0.1689616695287981,0.06515604577927443,0.0020826368623705414,0.003926777386812471,0.7597701493265427,0.00010261052760195364,12,4,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,15.3,13.6,3.3,4.0,11.5,Non-Oscines
Synallaxis_castanea,9.495484693207158e-29,9.474111668885254e-56,0.07677988115178834,2.396917587632632e-13,1.447211416808394e-05,0.0012052024055596857,0.9218817965552147,0.00011864777303033314,4,1,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,15.0,15.7,3.0,3.8,11.3,Non-Oscines
Synallaxis_cherriei,0.0003666697441371434,1.1322493387811297e-08,2.0526901351291473e-05,4.316020147964406e-15,0.9995271145412101,7.04432323709556e-05,7.850332436920158e-10,1.5233473399345923e-05,28,3,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,16.0,13.6,3.2,4.1,11.1,Non-Oscines
Synallaxis_cinerascens,6.908689778976018e-09,0.2372274518898233,0.002107259752157584,0.024760984934936774,0.0012373956745866778,0.38606519460624666,0.33580449190558875,0.01279721432797047,135,14,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,13.1,12.4,2.7,3.2,13.9,Non-Oscines
Synallaxis_cinerea,2.5490734485925342e-19,4.248458458886259e-32,0.06453530385753357,0.5614077114751205,3.618666967342779e-06,5.082855737800898e-05,0.3665957843447023,0.007406753098297863,5,2,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,16.2,12.4,3.2,4.1,7.1,Non-Oscines
Synallaxis_cinnamomea,0.0257018886519633,0.029938451535535846,2.633804489089715e-06,0.02633281629590317,8.429327039978016e-05,0.90772356170609,0.009834962416082386,0.0003813923195366135,38,4,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,18.37,14.4,3.8,4.1,11.6,Non-Oscines
Synallaxis_courseni,1.003446673679273e-10,6.550080958966174e-16,2.590931783289514e-07,6.474599180669407e-16,2.349903319819524e-07,0.9071270551163777,0.09287209753988578,3.531598799458218e-07,22,2,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,16.8,13.9,3.0,3.7,10.1,Non-Oscines
Synallaxis_erythrothorax,2.504844280661238e-10,0.04951930617764713,7.735779143043791e-05,0.0017642618618507863,5.561717919971892e-06,0.23660640610499176,0.7120237586174479,3.347478227655974e-06,25,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,17.1,19.1,3.2,4.1,9.4,Non-Oscines
Synallaxis_frontalis,3.4477107622270104e-11,0.01978882318869402,0.001860545507040467,0.30825215401739164,0.004602084271778846,0.15867677674497718,0.47611077127771495,0.030708844957925436,59,8,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,14.0,13.7,2.9,3.8,12.8,Non-Oscines
Synallaxis_fuscorufa,1.5744590533164412e-07,0.021708691196351368,0.03002221163010233,0.19571101975517166,0.0013898456461429317,0.39515633714971155,0.3300550472459882,0.025956689930626952,41,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,15.96,15.2,3.3,3.4,22.9,Non-Oscines
Synallaxis_gujanensis,0.0368208261127489,0.13378982233891712,0.002164739571578454,0.01838648315166458,0.017481175407685547,0.5673107665710335,0.21527539094042397,0.008770795905947934,115,12,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,18.1,15.6,3.3,4.1,9.2,Non-Oscines
Synallaxis_hellmayri,1.1381515784897075e-06,6.265417455429068e-27,0.02184681263749646,0.0764148916722452,6.14951534961182e-06,0.9017216952886059,2.020503647013625e-15,9.312734722327203e-06,61,1,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,25.49,15.3,3.3,4.9,12.4,Non-Oscines
Synallaxis_hypochondriaca,4.561620597974156e-13,2.3217079620429064e-20,0.4908162324648915,0.18862701764731557,0.0004757362756907299,0.00022278983518356446,0.3198370958785458,2.1127897915686458e-05,6,4,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,24.45,19.0,3.4,4.5,13.2,Non-Oscines
Synallaxis_hypospodia,3.57734904551142e-07,1.3196105445056235e-08,0.8691531727233134,0.0016799234338918032,0.057388770624220806,0.07177776084837748,1.5837725397675386e-14,1.439170599448899e-09,38,8,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,16.9,13.9,3.4,4.2,10.2,Non-Oscines
Synallaxis_kollari,9.106176181106298e-18,9.3603302723779e-24,0.0029454892865528153,0.004923169592871125,4.719765060716966e-06,0.006542905879244937,0.9837409128053896,0.0018428026708813322,14,1,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,16.0,14.2,2.8,3.5,9.8,Non-Oscines
Synallaxis_macconnelli,1.2994121081253055e-21,1.9276627631809984e-37,0.9999999999823223,1.0530141125798366e-38,1.7678536448398414e-11,8.452458814905923e-23,6.274607388456307e-44,6.84711115213181e-20,12,1,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,19.5,15.1,3.4,4.1,10.1,Non-Oscines
Synallaxis_maranonica,0.0025105407649627302,0.6907241663869885,8.405510960626252e-07,5.181910098467438e-06,1.5261868267916243e-05,0.3065392845943542,0.0001862748656328301,1.844905859930656e-05,34,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,13.0,15.8,3.0,4.0,10.0,Non-Oscines
Synallaxis_moesta,5.495357987091072e-25,2.8338749274412157e-27,0.8345753093109689,0.06784334670299393,2.57334316397482e-05,1.8841296256547229e-06,0.07924084804922277,0.01831287837554892,6,2,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,22.36,15.4,3.6,4.4,10.9,Non-Oscines
Synallaxis_ruficapilla,3.7991771550123676e-18,7.8550310129289e-24,0.2153884778350045,1.056565942701152e-05,0.1278679476330334,0.04222006229181969,0.5922707669915854,0.02224217958912931,59,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,13.8,15.3,2.8,3.6,11.6,Non-Oscines
Synallaxis_rutilans,9.420656274690783e-05,0.0011725138232468607,0.007028156517438335,0.09337597637305266,0.00028630605010737843,0.44831432601885335,0.44902659616077245,0.0007019184937822273,107,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,16.7,14.9,3.3,4.3,12.2,Non-Oscines
Synallaxis_scutata,2.3176350219864227e-06,0.31501505602863294,0.018849986948038643,0.013097101524400691,0.0046303904389300345,0.2881781340791751,0.34929849435075105,0.010928518995049557,161,16,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,15.4,13.5,2.8,3.8,10.9,Non-Oscines
Synallaxis_spixi,5.180762193292997e-10,0.007456153687411215,0.2362780942408905,0.014294868634294128,2.065421494667124e-06,0.20892854333852132,0.532572020487243,0.0004682536720688287,130,15,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,12.6,13.7,2.9,3.5,12.1,Non-Oscines
Synallaxis_stictothorax,3.4374428288358176e-11,3.8630411461044586e-05,0.2202625140113968,0.4557636560812592,9.679423897481114e-06,1.4223342499310745e-05,0.3236720016288041,0.00023929506630754023,30,10,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,10.2,11.9,2.4,3.0,13.5,Non-Oscines
Synallaxis_subpudica,3.9148440030104946e-06,6.8554330283569435e-06,0.0013406139198520286,0.31943336700324204,0.0020794557314219486,0.11598729959665828,0.5572335936413524,0.003914899830442167,7,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,18.3,14.3,2.9,3.7,13.4,Non-Oscines
Synallaxis_tithys,0.0413177952510299,0.05902720425117957,0.6141888918411156,0.18862622237675747,2.4009184874693706e-05,0.02896366279343226,0.06773181097798651,0.00012040332362411074,42,7,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,15.8,15.1,3.0,4.2,11.8,Non-Oscines
Synallaxis_unirufa,0.04414013066285642,0.11518297733690763,1.0707021359336893e-06,0.00809463903642505,6.526242732591201e-05,0.7005534316636421,0.13192240143682618,4.0086733880759354e-05,121,19,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,17.9,15.6,3.4,3.9,11.6,Non-Oscines
Syndactyla_ruficollis,1.4958363890810592e-12,0.00012215046578045835,0.07890541087718438,0.8707282088962033,8.656655047152666e-06,3.102114069855422e-05,0.04962998715472047,0.0005745648088701902,13,6,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,31.0,21.7,4.1,5.8,14.4,Non-Oscines
Syndactyla_rufosuperciliata,4.331216144180388e-12,8.496216360533457e-08,0.3321622257752727,0.625279676900988,1.436745611028035e-06,2.620468682107883e-07,0.04255120223113412,5.111333630964744e-06,38,17,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,25.6,19.8,3.9,5.8,15.0,Non-Oscines
Syndactyla_subalaris,1.0641775887234885e-06,0.011460156715884764,0.17534237829644023,0.7965013954174609,1.3132619030939029e-06,0.013782032221757171,0.002896824195181452,1.48357137833532e-05,40,7,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,28.9,22.7,4.4,5.9,17.6,Non-Oscines
Syndactyla_ucayalae,9.793429107581913e-06,0.0005102847060407409,0.3333387455543797,0.6661390990329248,1.7444328381434195e-06,3.2882828548775756e-07,2.982920243105774e-22,4.016422529601007e-09,3,2,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,49.8,24.4,5.0,8.3,15.5,Non-Oscines
Tachycineta_albiventer,1.5061330143159263e-21,1.29226659088898e-15,9.005592156244508e-09,1.063632732847729e-18,0.19751408130463577,0.01741747625346096,0.001715895930232718,0.7833525375060777,11,3,Hirundinidae_(Swallows),3.0,0.0,1.0,0.0,17.7,12.7,5.0,3.0,50.9,Oscines
Tachycineta_bicolor,4.0622744270695273e-29,5.992521751772804e-09,0.0035718306354069716,0.18876996418050812,0.00045312180618183387,0.0005213786977769143,0.7743894584541955,0.03229424023340892,10,3,Hirundinidae_(Swallows),2.0,0.0,1.0,2.0,21.2,10.8,3.8,2.8,53.0,Oscines
Tachycineta_leucopyga,3.0304148613753813e-52,4.2549117840515546e-46,2.2842408282951056e-05,7.86866764662678e-16,0.0005726514532478615,9.045335669588109e-08,0.9153038645080441,0.0841005511770663,7,2,Hirundinidae_(Swallows),2.0,0.0,1.0,1.0,14.9,11.5,4.2,2.6,52.4,Oscines
Tachycineta_leucorrhoa,5.272439010313819e-28,2.0446221957177633e-15,0.0005681009912723988,1.1147849399471116e-06,0.024822607019688085,0.000911198308636344,0.19964912951434557,0.774047849381115,16,4,Hirundinidae_(Swallows),3.0,0.0,1.0,3.0,15.3,12.0,5.1,3.2,50.5,Oscines
Tachyphonus_coronatus,0.0003831456541310782,0.05066875493026018,2.128289601579435e-05,0.016108316957046634,0.015790620037294156,0.8265167715814432,0.06898607969338329,0.021525028250425283,62,8,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,29.3,18.5,6.3,7.4,17.3,Oscines
Tachyphonus_rufus,0.0006832732035443142,0.06988087953560525,0.014052527982349034,0.2289221710458124,0.008814900886588345,0.4399416997984708,0.22957948308213438,0.008125064465495428,53,7,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,34.4,18.7,6.1,7.6,16.2,Oscines
Tangara_chilensis,2.786724471694378e-10,6.597482459757386e-05,1.6815300945971903e-05,1.3606188245789667e-05,7.865205971283345e-05,0.8673681345764769,0.12724318317792047,0.005213633593429368,12,4,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,1.0,19.77,13.0,4.2,4.7,21.9,Oscines
Tangara_cyanoventris,1.69269976571637e-21,1.360579459452007e-06,0.00010642776402499614,0.3509554715780702,9.801428568233647e-06,0.1566610375075077,0.3966912100318856,0.09557469111048426,11,4,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,16.5,12.0,4.0,4.7,19.1,Oscines
Tangara_desmaresti,4.270353441834303e-17,0.005528552946950838,0.0003002746386833168,0.6094441919699854,3.7253142950481514e-05,0.0005118438207300158,0.30917525324709466,0.07500263023360541,16,2,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,0.0,20.4,12.6,4.3,4.7,20.0,Oscines
Tangara_schrankii,8.156326842339962e-30,6.444028384693304e-14,0.00028289538153369165,0.3349198982063331,0.000268885484084143,0.0009558099765454127,0.021931455979594325,0.6416410549718458,3,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,1.0,1.0,19.0,13.9,4.5,5.0,24.1,Oscines
Tangara_seledon,2.655332914355056e-09,0.33249576612878357,1.7728135203245635e-06,0.09250748880836744,1.4326252437467668e-05,0.0008163144226334638,0.5741446742345221,1.9654684403036023e-05,3,1,Thraupidae_(Tanagers_and_Allies),3.0,0.0,1.0,1.0,18.7,11.8,5.1,5.2,22.4,Oscines
Tangara_velia,1.9482738356310185e-16,0.0006191057701379228,0.00015836154201086258,0.2581059711929359,0.10181943827796074,0.05532080816738812,0.5815537283147759,0.00242258673478947,19,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,1.0,0.0,21.0,14.6,3.8,4.6,23.2,Oscines
Taraba_major,6.754241324266075e-05,0.23663838937740322,0.005136863894737193,0.21995412025422537,1.8717798325695019e-06,0.06385316251030276,0.4742191498460408,0.00012889992421548572,18,7,Thamnophilidae_(Typical_Antbirds),3.0,0.0,3.0,0.0,59.2,26.3,7.0,10.2,5.2,Non-Oscines
Tarphonomus_certhioides,1.230024802721621e-25,1.392864135235861e-07,0.0008701229385234121,0.1360273005633954,4.038017721191628e-06,0.010708755670285683,0.7689926804895664,0.08339696303409348,44,8,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,22.09,26.2,3.5,4.6,14.3,Non-Oscines
Tarphonomus_harterti,5.435801342889689e-48,9.16835172156255e-22,3.7639214736031165e-05,0.5658518638778629,1.8428616921840098e-09,1.811087965377321e-07,0.4339181678222575,0.00019214613348602418,20,4,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,23.93,29.0,3.3,4.4,11.0,Non-Oscines
Tarsiger_chrysaeus,7.658941443785407e-11,0.40746774288087445,8.861117788732148e-07,0.14442785338615374,1.3925350284759961e-08,0.010112856778314607,0.4379624181954458,2.8228645493613623e-05,19,4,Muscicapidae_(Old_World_Flycatchers),2.0,0.0,2.0,0.0,13.8,13.9,2.8,3.0,16.6,Oscines
Tarsiger_cyanurus,7.910359424065792e-06,0.427510709936397,0.06237979761649487,0.03236501787105015,0.03156356277763426,0.032548889231695716,0.40499311653088904,0.008630995676414507,121,22,Muscicapidae_(Old_World_Flycatchers),2.0,0.0,2.0,0.0,13.43,11.8,3.0,2.9,24.5,Oscines
Tarsiger_indicus,2.5828326733676436e-07,0.7017128516470489,0.007601406774181148,0.07382271531612299,0.0015756875994385896,0.011667610231865976,0.20361315784497586,6.312303099002308e-06,69,10,Muscicapidae_(Old_World_Flycatchers),2.0,0.0,2.0,0.0,14.6,14.1,2.8,3.0,18.6,Oscines
Tarsiger_rufilatus,4.866188169948359e-08,0.7443343736059073,0.00195556833445627,0.05578111764473557,0.06186046961096119,0.038985679067801614,0.09599662244384136,0.0010861206304157468,14,2,Muscicapidae_(Old_World_Flycatchers),2.0,0.0,2.0,0.0,12.8,13.5,3.1,3.1,21.1,Oscines
Tchagra_australis,1.711218745532591e-05,0.06973316318217808,0.08545438303097795,0.2592885629743915,0.0503342755999515,0.06638502511745709,0.2659365807113202,0.20285089719626823,23,8,Malaconotidae_(Bushshrikes_and_Allies),3.0,1.0,3.0,0.0,32.3,20.9,5.1,6.4,8.0,Oscines
Tchagra_senegalus,0.4442434447643141,0.23457875772744693,0.00833342093473899,0.01599183493502108,0.036768897656076244,0.25823266244434223,0.0010286192314077818,0.0008223623066526369,120,21,Malaconotidae_(Bushshrikes_and_Allies),3.0,1.0,3.0,0.0,53.5,23.2,5.7,7.2,9.5,Oscines
Teledromas_fuscus,3.1432283899810566e-16,7.598824557829567e-06,0.00026249975388950873,6.644969148145692e-10,7.468051100072352e-07,0.5147558497001475,0.4849497643029312,2.353994886699345e-05,6,2,Rhinocryptidae_(Tapaculos),3.0,0.0,2.0,0.0,37.9,14.1,3.7,4.9,9.0,Non-Oscines
Telophorus_dohertyi,1.08451997764653e-28,6.392030516190172e-07,0.000498491779415948,2.915396870564303e-14,2.2015227832126589e-07,0.8639711882605784,0.1355260601478701,3.400456775581586e-06,20,2,Malaconotidae_(Bushshrikes_and_Allies),NA,NA,NA,0.0,35.02,21.6,5.0,6.3,5.4,Oscines
Telophorus_viridis,3.941468163183571e-06,0.19701252395365054,4.323545610864423e-05,0.04097092904277756,1.9638581091649172e-06,0.6933099076719035,0.06865039723360586,7.101315681527873e-06,62,11,Malaconotidae_(Bushshrikes_and_Allies),NA,NA,NA,0.0,37.14,22.5,4.6,6.2,6.8,Oscines
Telophorus_zeylonus,0.2579137607935809,0.10658030670346016,0.009294349378191182,0.013912297608939037,0.18051302457915117,0.33242554445230804,0.09873504625926158,0.0006256702251076972,89,19,Malaconotidae_(Bushshrikes_and_Allies),3.0,1.0,3.0,0.0,65.02,26.8,5.9,7.9,13.9,Oscines
Tephrodornis_virgatus,4.996201177008997e-05,0.3873582917698315,0.01010637969353178,0.06587546870654841,0.5347339574916345,0.00015332637776893147,0.0013551475053871732,0.0003674664435272573,13,2,"Vangidae_(Vangas,_Helmetshrikes,_and_Allies)",3.0,1.0,3.0,0.0,37.8,26.2,7.0,7.1,21.6,Oscines
Terenotriccus_erythrurus,0.06088413328296885,0.3220920883156247,0.0006842382038182395,0.37522761330516785,0.02261475527887371,0.09229724628593078,0.04484882403681419,0.08135110129080138,13,4,Onychorhynchidae_(Royal_Flycatchers_and_Allies),3.0,0.0,2.0,2.0,7.4,9.0,3.5,2.5,16.2,Non-Oscines
Terenura_maculata,1.9740750516821023e-09,0.002612287662060716,0.4616195702200704,0.383476202770499,6.522397902367031e-07,8.760394311904217e-07,0.15164504952483643,0.0006453595692374272,26,9,Thamnophilidae_(Typical_Antbirds),3.0,1.0,3.0,0.0,6.5,13.8,2.6,2.9,8.2,Non-Oscines
Terpsiphone_atrocaudata,1.5037690553288012e-06,0.654024929107433,0.000993656853764941,0.12205336988030709,0.065760310441419,0.0035615909045615527,0.023791296950025204,0.12981334209343362,15,4,Monarchidae_(Monarch_Flycatchers),2.0,0.0,2.0,0.0,18.7,19.5,6.8,5.1,23.9,Oscines
Terpsiphone_cinnamomea,1.4693080534531304e-08,0.7379318653202803,7.433431812503161e-11,9.065381666336003e-14,2.224411278760206e-08,0.25760379343385836,0.004464304063189607,1.7105175437022468e-10,3,2,Monarchidae_(Monarch_Flycatchers),3.0,0.0,3.0,0.0,20.4,21.5,7.7,5.2,18.1,Oscines
Terpsiphone_cyanescens,1.3464741870786822e-07,0.33305118783593546,0.6669162251277676,2.9877755047747092e-05,9.306538391314359e-09,2.347854939547412e-06,4.980287970086584e-09,2.1249206532955343e-07,3,2,Monarchidae_(Monarch_Flycatchers),3.0,0.0,3.0,0.0,24.64,23.5,8.3,6.0,17.3,Oscines
